id	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	gene_length
Gene11053	4396	1649	3070	2720	1759	1077	3827	7684	8049	6829	3374	4042	9874	3977	9845
Gene11054	2165	3902	31	67	412	3522	856	7466	4692	7015	6421	9398	6806	5511	8417
Gene11055	1302	4803	2687	3670	4282	2385	2827	6233	8000	4372	7770	8857	3616	3862	9371
Gene11056	2911	3868	4590	4068	1545	2200	4337	5763	6920	8541	9340	6438	7364	6942	8190
Gene11057	3363	842	1851	1839	284	4184	1356	5877	7523	6693	6257	3408	8321	9155	6130
Gene11058	945	3757	1490	1821	3384	209	578	3215	9218	3075	7350	5856	8335	9568	7176
Gene11059	2532	1110	3991	315	4520	2536	970	9091	7320	7996	7255	9974	6591	9015	743
Gene11060	572	4324	4257	2187	785	3905	2827	8249	9234	5649	6998	8951	6845	5304	12426
Gene11061	2475	2029	2639	2477	2232	4706	1585	7342	5558	8190	6985	4614	7145	5950	10884
Gene11062	2828	1601	2807	629	909	3583	4995	4555	3925	4402	7891	8896	5399	6699	14333
Gene11063	1070	25	3744	2739	1593	1510	681	9280	6661	4140	3043	4967	8985	4112	7983
Gene11064	3545	2796	574	86	3071	3625	4810	5343	9044	6246	9938	9603	4472	3849	7672
Gene11065	4215	2984	1002	4536	1713	2664	4149	9390	6576	9395	4690	4006	8506	7899	13049
Gene11066	2744	2313	3580	4401	4567	3021	2898	9699	8405	8533	7455	4359	6528	5946	7317
Gene11067	2527	2213	1009	892	4517	4829	3207	8153	4516	6476	8336	7905	3752	4216	807
Gene11068	3134	2312	3688	386	2290	63	1854	6587	7101	3244	9374	6373	8781	3872	10373
Gene11069	4925	3885	3837	4824	3710	3508	4738	5231	3571	7814	9794	6666	8449	8329	778
Gene11070	1429	4579	4036	3438	4314	4709	1443	5355	8297	6530	4260	5130	5280	9661	4652
Gene11071	4369	2295	3821	2117	2339	3106	4568	7432	4733	7125	6907	3259	9148	6676	2457
Gene11072	2211	3201	3452	2542	2247	4053	2804	3713	7722	9378	5344	9979	7433	8329	3354
Gene11073	2434	4284	3206	784	3796	326	181	4945	7041	7988	3149	3840	7235	5384	3237
Gene11074	346	4577	3556	3886	3645	3883	85	8134	3498	7287	4949	4444	5941	8038	1672
Gene11075	514	4028	1554	4513	4097	670	3980	5549	3109	4491	3402	8401	4196	7946	3875
Gene11076	3592	3698	556	3667	2313	4488	2317	4123	9759	7436	7691	8198	3817	6931	2897
Gene11077	834	4045	533	2723	247	4440	2863	7314	6084	3369	9939	3238	9598	7073	6800
Gene11078	3448	3791	3564	1880	410	3278	2722	4862	3323	9030	3179	6815	7254	7369	8619
Gene11079	4907	2653	2194	2262	3787	1971	4495	9053	3495	8737	8968	8507	8225	3249	9658
Gene11080	1588	3338	2259	2078	792	1433	3384	9537	9424	3267	6314	6650	5169	7591	4364
Gene11081	4255	4129	4519	1125	3410	1210	1122	4242	3347	9136	5076	7645	8192	5008	1032
Gene11082	2309	3614	4436	2743	422	3941	3862	5539	7142	9676	3239	7028	6728	8259	1190
Gene11083	4542	941	3992	4432	963	2798	1644	3261	3773	8177	3673	4097	7615	8380	7901
Gene11084	1877	751	1015	3491	2514	2288	4466	5007	6371	8356	5852	4555	7500	6703	6756
Gene11085	4402	695	4914	4320	2934	3124	4052	6953	4819	9752	9396	4989	5121	7690	6111
Gene11086	1224	3009	93	2001	3668	1228	1064	3563	7558	8118	3013	7035	4074	6326	3778
Gene11087	2698	122	161	1332	3068	4707	1851	3035	8179	3326	3575	4853	5788	9805	12200
Gene11088	4273	968	1221	2876	4319	185	735	3667	9658	4297	6105	8340	9785	5266	3009
Gene11089	4400	370	1099	2277	2498	2980	3910	6318	7249	5126	4015	3830	6072	7866	3277
Gene11090	3791	2222	3368	1877	3362	1266	1042	8542	9483	8323	9052	6604	4095	3443	7340
Gene11091	3589	4243	1829	4700	1393	1301	3283	9065	5760	9771	4896	4266	3240	3568	3393
Gene11092	368	3170	1270	3183	2841	1583	2258	9278	5559	4140	3691	6994	4318	4861	6109
Gene11093	104	3455	3583	2159	1673	3674	4889	3354	5390	8261	5015	9789	8516	6900	8330
Gene11094	1702	244	2908	4664	595	3685	4203	8701	8768	6927	4191	9543	9721	4759	996
Gene11095	449	3781	4258	2245	209	2450	2510	9760	6925	5284	8599	3352	5075	5035	5439
Gene11096	3133	4697	1301	3844	102	2247	4186	9266	7661	9724	9728	6767	4777	4239	5816
Gene11097	4863	1208	1769	553	841	3776	1684	3997	9589	7706	4065	3270	7937	4856	13957
Gene11098	1201	2257	303	607	3514	485	2969	5018	6061	6784	7401	9403	3515	8908	8903
Gene11099	268	4125	58	4309	4352	1763	3690	6884	6848	8517	5677	4084	7560	7472	952
Gene11100	3844	1055	1737	651	167	3617	4291	6222	7866	5091	5656	8693	8660	5611	14705
Gene11101	4068	1564	1889	3325	4052	758	578	3124	8453	9348	6318	9546	8916	7737	7531
Gene11102	4049	4961	4113	808	3969	4031	3577	8443	3216	5400	8886	7087	9144	7074	10087
Gene11103	4220	172	567	4675	1605	151	3057	6202	4628	4063	9576	6175	6179	3998	861
Gene11104	3357	55	4085	4324	764	1030	3476	8686	6342	9950	6131	6160	7823	9720	4324
Gene11105	808	1827	561	4224	3140	1199	2900	3426	4142	7541	6184	4297	3150	7964	9391
Gene11106	2751	2044	3734	3267	3079	3710	3686	8139	9969	5730	9422	4330	7675	4326	8559
Gene11107	724	4126	3594	2929	3553	1175	2366	7495	9536	6614	3198	5435	9091	9863	14627
Gene11108	3238	4356	3831	1392	1109	2605	4166	4818	3652	3596	5651	8521	6701	3559	13172
Gene11109	1211	3710	73	4772	4431	4083	1955	6635	9139	8884	7472	8673	4087	3924	10572
Gene11110	4636	2598	244	2343	3680	3788	119	3007	9298	6003	8141	3176	9436	4583	13706
Gene11111	3836	4771	1147	4496	2285	1244	1871	8242	9978	9995	8945	3334	4732	7785	14940
Gene11112	2029	4758	4719	849	4047	4765	3082	6869	7508	5092	9060	5167	5106	4327	10253
Gene11113	4971	2307	1881	307	4160	3584	559	4651	7402	9472	9011	4661	7634	3316	5996
Gene11114	4971	2860	702	2037	902	3911	2178	5391	3034	8940	9316	6194	4348	8422	11645
Gene11115	3444	1210	552	3314	2082	4039	1140	7692	7024	5192	3752	4223	3490	8016	6719
Gene11116	2442	3382	4908	4680	1759	873	1634	5178	5633	7519	3299	6842	3384	4638	12196
Gene11117	136	2352	1302	4445	3043	1050	4547	6734	5782	9762	7714	9640	8745	3954	13418
Gene11118	1577	2574	4868	238	3557	4667	3909	7372	7542	7218	4256	3483	7697	5673	4283
Gene11119	982	1024	1218	4248	4095	575	1753	8071	7185	5964	4503	5780	3411	6665	5153
Gene11120	2821	680	1214	3364	505	4491	1637	5139	4927	3448	4365	7963	6884	5903	5889
Gene11121	3141	304	683	1581	960	2707	3261	6671	6774	8731	5079	7025	8238	7448	7164
Gene11122	853	3983	502	4307	3835	964	4335	8236	9628	8163	8073	7326	9206	7130	12046
Gene11123	1340	1507	3844	1374	1218	1394	604	7386	3341	5000	7585	7677	5651	5447	4944
Gene11124	1685	547	4362	763	1856	4919	4185	4522	5352	4747	4561	8017	7449	3759	7464
Gene11125	2401	1486	4838	2290	2390	1333	1638	8576	6723	6222	3189	9153	9929	3002	6476
Gene11126	2057	273	2689	2504	439	4509	1102	8909	3491	6580	4716	4462	6556	9592	10878
Gene11127	4711	4744	3565	1368	4898	623	2979	7587	6722	3762	5744	5026	8235	5077	12731
Gene11128	1090	1178	1102	1534	570	1697	4804	4335	6498	9794	3405	5368	7927	6346	4670
Gene11129	1881	965	2882	383	3157	107	2113	3409	9053	5817	5985	7214	3704	6468	12229
Gene11130	2783	1073	2792	281	4205	1841	753	8849	8592	5333	4341	5102	7024	3750	9708
Gene11131	1056	1060	2804	871	4046	4706	62	7017	9666	7305	9716	8189	8488	9469	2070
Gene11132	4629	562	2736	1426	1928	4510	3764	5958	3017	9610	7184	5151	3311	9467	3667
Gene11133	3141	887	4239	1084	3075	4143	908	6608	8225	8876	3056	4284	7608	6008	12947
Gene11134	3355	670	1282	4641	3352	1484	2761	4816	9478	8699	9600	8372	5135	3596	10094
Gene11135	3005	4982	654	1919	255	640	3420	6065	8139	7537	8259	5280	5972	3627	14286
Gene11136	4393	2771	2268	4689	2150	4724	1768	4613	4504	3588	6459	6957	3439	4795	6424
Gene11137	3813	1218	2589	3034	3037	1334	3139	9823	9695	6788	7446	6386	6831	4050	8071
Gene11138	4222	580	1081	1555	1750	2266	1567	3356	7278	4058	5577	4010	5835	6711	7902
Gene11139	4514	2245	2208	2706	1128	1176	3831	8565	9026	3252	3965	3154	5137	6959	2203
Gene11140	2346	2787	1442	947	4816	1281	1369	3499	3367	4025	3072	7158	7154	6850	4983
Gene11141	836	1256	3462	3412	4220	877	4003	6661	3733	9611	7992	6653	8140	7596	8339
Gene11142	3833	912	2478	1564	1783	4140	4300	4609	5250	9163	4848	5737	6832	5643	12005
Gene11143	244	230	3410	4099	3601	4558	3906	8224	6880	9388	4595	7040	8641	9230	5504
Gene11144	3576	2123	4643	1212	3586	3260	2933	3436	5777	5444	9772	7608	3459	7993	3519
Gene11145	4072	1601	3078	1703	4124	4804	1110	3263	5641	8817	9212	6964	6926	8617	2918
Gene11146	3847	2389	4914	2063	2859	867	4369	6882	8960	3176	7544	8508	4811	8690	10874
Gene11147	3147	398	2674	2189	4038	560	4774	4716	3034	8173	8499	5989	3778	8651	7031
Gene11148	1452	1420	1595	3684	3803	632	2617	5604	9198	7420	9060	7295	4979	9825	8322
Gene11149	776	1814	3031	4814	1842	3901	4316	3748	9889	9047	7138	8505	3729	9334	1784
Gene11150	4500	4575	4381	1201	4096	3403	3958	5178	9637	4371	9961	7854	8427	5850	11332
Gene11151	4089	4963	1492	4179	3240	880	1627	5268	5687	4780	9247	3319	5373	4124	8415
Gene11152	3581	661	717	482	2624	3128	2709	8111	3714	8632	9409	7228	3304	3444	4305
Gene11153	3844	3333	3529	2328	157	2572	3531	6696	5303	9549	9034	9683	3493	3348	4627
Gene11154	3753	4226	2293	4022	3791	2262	828	9542	4664	5785	4041	4820	7764	3734	4161
Gene11155	1135	1664	1739	1065	1119	3813	3901	6157	6456	4815	5573	4994	9474	5130	5939
Gene11156	3975	3233	3828	355	433	2780	2730	5877	3030	7092	6071	8716	5576	6842	4976
Gene11157	2539	3879	4515	3075	2486	3849	3557	8760	5054	9966	4910	7850	8393	3140	12125
Gene11158	3280	4444	3857	111	30	1211	2312	4606	6262	5760	7837	6675	5530	5425	9705
Gene11159	540	3827	4026	96	3341	2906	2681	5730	7843	5287	6234	8435	4953	8059	13861
Gene11160	4433	2714	3449	3480	2203	4506	4187	5564	8954	6990	4491	3816	4327	7400	12287
Gene11161	3665	134	3020	158	1008	565	1972	3711	6221	5879	8455	4282	7329	7024	7625
Gene11162	967	223	2190	4337	3869	43	579	5888	9677	8990	4719	3106	4864	9850	1160
Gene11163	4130	3664	3790	4104	227	3512	404	6131	8988	8560	3221	8371	4463	5755	14164
Gene11164	4528	3925	3093	1916	490	716	3309	6359	5390	4175	3198	4153	8550	9087	2959
Gene11165	2657	4277	4322	4084	309	4019	4605	3111	5168	3370	4998	8874	9131	4371	13549
Gene11166	4480	1637	1680	1823	4878	4589	4314	9588	5414	3224	5342	4357	7553	7556	12583
Gene11167	1476	297	3589	4620	2735	606	781	5944	5471	3481	5323	7356	6521	5375	13940
Gene11168	786	2134	1390	4992	341	3102	3719	5121	7106	3496	4321	5918	8078	4926	14637
Gene11169	3082	826	1905	3135	4272	1442	3315	9118	5774	7718	8931	5810	3737	9137	8147
Gene11170	704	2669	2888	1181	14	2588	2046	6814	8669	4486	7507	5027	9126	4062	12945
Gene11171	2394	4715	2926	4638	3149	1781	1435	7147	5901	3576	6398	8111	5042	4834	12307
Gene11172	675	2467	3061	4311	4379	4041	4670	9732	4360	3999	6566	6445	3410	7743	10775
Gene11173	598	2588	1637	4744	1916	2968	282	3962	9467	7886	4583	9101	7441	8592	14142
Gene11174	1220	1808	914	1164	3133	4340	1199	4007	7605	4017	6432	9801	6227	9936	5958
Gene11175	1464	2403	1448	2288	1698	1054	1824	8639	4620	3102	8681	8225	8511	5687	3987
Gene11176	81	2871	4890	2747	1716	1208	4707	3131	8794	6671	3944	3876	9813	4253	6344
Gene11177	682	4945	1198	1051	4585	4306	4240	3146	5823	3465	8020	6994	8895	4138	14418
Gene11178	616	4251	3108	1826	3517	3634	693	9214	4979	7512	5274	4603	4298	7886	6564
Gene11179	1551	181	589	824	604	933	3158	3586	4075	5226	3916	6533	3032	9088	12873
Gene11180	1155	1352	3998	1841	119	3101	2576	4568	7770	7537	4718	6061	9631	4049	7937
Gene11181	3723	2839	3342	83	4	1389	1333	6250	3150	4744	7718	3859	7093	6436	13263
Gene11182	647	1883	2989	767	3059	2371	2409	9824	9756	8772	3403	6042	4243	6293	4041
Gene11183	2325	4339	3793	1503	736	3534	3986	8439	3643	6989	7268	7991	4648	5043	11567
Gene11184	1612	3317	4334	4964	1750	4683	1432	9763	9730	7146	3768	5174	5996	6731	12586
Gene11185	4478	534	2608	1731	952	4162	4127	5070	9036	3312	9216	5160	5071	8030	2337
Gene11186	3169	3962	33	926	4661	2903	2921	9386	6386	4622	6672	9901	6552	7239	1846
Gene11187	617	372	3381	2284	2597	1272	3019	5485	6759	4269	3212	9486	4087	5295	13572
Gene11188	4812	3510	4406	4493	3234	59	3904	8658	4128	7705	6498	8293	9219	3412	12552
Gene11189	956	4440	3291	2238	1434	2681	637	3229	8483	3915	8396	3282	8723	6159	12466
Gene11190	1908	4632	4422	2031	1243	1607	932	8037	3284	5727	6787	8737	4484	4825	14539
Gene11191	109	4791	1683	4562	297	520	2566	6972	5492	7465	4732	7322	4384	8932	14430
Gene11192	3681	894	3290	1553	4381	371	4774	4329	3700	6327	4986	7879	6584	8570	3644
Gene11193	206	2	4389	1461	606	2140	4908	7047	8742	3479	9693	8550	7698	6374	5054
Gene11194	1109	599	1946	517	2736	2990	3247	8478	3056	6185	7663	4562	3423	9837	13907
Gene11195	2527	1041	2495	4043	4031	3328	3662	9977	5719	6279	7349	8415	4656	3548	12157
Gene11196	1612	3598	4015	3610	3102	1785	1882	4323	4581	7792	5944	8688	5636	6912	4783
Gene11197	2453	1323	1141	447	2873	1623	6	6746	8536	5013	7710	9098	7197	4948	10344
Gene11198	125	4830	2770	4947	1496	4147	1401	3984	3849	5284	5909	7347	7156	9500	6558
Gene11199	1412	2183	2123	3455	2096	3382	1350	3877	8355	8665	3104	9300	5105	3968	658
Gene11200	2092	3828	342	1486	874	3467	4415	6252	8783	5120	9439	6433	7554	6838	14151
Gene11201	706	488	3601	2870	55	3132	448	3932	7598	7019	8741	4803	5831	6042	12574
Gene11202	4873	194	915	2782	185	4047	1317	9954	9417	6783	4820	9868	5687	6507	700
Gene11203	1260	4721	1311	1477	2749	3932	337	4300	3491	5199	7165	6712	6910	6818	4220
Gene11204	3668	2309	4427	443	2026	579	557	4597	9894	5138	9221	3040	6157	7362	1075
Gene11205	655	3955	1073	834	4420	1501	2210	9190	8458	8875	7784	7269	3627	6166	3398
Gene11206	5	257	3708	2886	4981	1292	4607	9427	3756	5960	5483	9129	5623	8999	2148
Gene11207	3166	4822	2739	2722	567	4885	4219	5412	5221	4531	7417	6227	5499	6033	8239
Gene11208	3339	4926	3586	2688	2374	4020	3537	8122	3449	9034	4632	4416	4225	4175	14279
Gene11209	1825	3559	2967	169	4342	1319	3106	8352	5503	5119	6836	6945	6509	7512	3211
Gene11210	3651	3316	996	655	3647	4490	4653	6311	4746	3328	9309	3449	4825	6357	12411
Gene11211	4501	4567	4814	2173	2764	2217	4775	7453	7128	4776	9170	5730	5401	8480	13231
Gene11212	1847	3475	3392	4331	988	107	498	9159	3378	3374	3078	4097	4907	3738	8913
Gene11213	3232	1059	984	134	4123	3559	371	9906	6028	7919	5437	5207	5115	5930	5315
Gene11214	1542	3754	1453	2700	4975	1163	2224	5652	8539	5039	4686	5936	8806	3219	12289
Gene11215	2172	4678	2106	2569	3486	1799	3698	3815	5919	7532	9102	3931	6207	3290	11740
Gene11216	2484	2563	3659	3988	2819	2830	4377	6298	6387	7384	3998	3100	8994	5456	4063
Gene11217	3100	3727	1650	2291	4822	1134	911	4841	6418	8578	3446	6452	4165	8134	8480
Gene11218	702	3191	854	2577	2186	4471	3257	7083	8896	4174	3162	4982	6280	7373	11761
Gene11219	4117	1529	418	3310	4075	1023	566	6759	9226	5032	9724	9662	9451	5191	13493
Gene11220	2216	2233	3180	2417	254	2478	840	7673	9629	9431	5206	7487	9913	5785	14450
Gene11221	1475	2549	3341	2085	889	298	1637	3039	5793	9547	6333	9932	4318	5307	2643
Gene11222	3588	4592	2333	3758	2442	3433	2935	8323	5191	5049	8402	7881	6304	4005	6733
Gene11223	784	3209	807	3563	3062	3576	1880	5630	4451	4957	7159	5399	8998	9470	2954
Gene11224	1531	4422	236	2594	4634	2704	1569	7115	6766	5090	7655	9573	9414	8153	11651
Gene11225	2101	3087	3445	1817	599	293	1015	4406	8504	9784	5165	7862	4120	9934	10417
Gene11226	599	2510	1440	3031	2952	1385	1339	5892	9449	5731	8259	4501	4225	7784	670
Gene11227	2196	2500	1696	2672	1349	3906	582	9003	8226	5713	3675	4234	5482	4633	3381
Gene11228	4602	1376	871	1954	2503	1776	4862	9858	7485	9226	4707	6780	9903	6194	10822
Gene11229	948	106	2341	4678	4588	3735	844	8522	6002	6958	6791	8888	6278	5748	12291
Gene11230	4994	609	909	2246	2488	2178	463	3798	3675	7241	6503	4118	4734	5482	12778
Gene11231	3407	2526	2197	2280	2626	1211	3739	3116	9673	5875	6470	8174	8836	8132	12654
Gene11232	4867	3588	3900	4545	474	60	4777	7852	6987	3519	7346	4080	6010	4025	7205
Gene11233	830	71	2909	1106	1745	2682	2422	3878	6218	6094	8163	6013	8850	4621	12684
Gene11234	4353	972	1786	3234	1058	2453	1426	7087	7057	4812	9104	8951	5123	7421	10009
Gene11235	2438	3617	3131	1578	2083	1918	2578	6980	7704	9687	7408	6683	7296	6482	8179
Gene11236	1036	1185	1236	1131	3735	4941	2481	3624	6859	3477	8605	4632	3117	7167	6385
Gene11237	2160	3919	1683	2605	2551	3826	4691	7081	7357	4379	9135	5753	9779	5878	10388
Gene11238	3648	1149	3624	2214	2027	758	3538	3547	7532	5380	6710	5288	5524	9537	2812
Gene11239	2911	3358	4252	1968	2575	7	2736	8416	6360	7997	9722	8778	9164	9643	6312
Gene11240	2157	1175	3338	894	240	4434	2867	6319	7650	5754	7334	5114	5551	4839	3448
Gene11241	1876	751	523	1358	403	3714	1874	3657	8474	6693	7315	8884	5265	9523	11746
Gene11242	4093	640	759	885	2951	785	4799	4211	4759	8296	4222	9164	5138	3985	4454
Gene11243	3944	3637	932	2790	1527	469	4008	9044	9049	3429	4141	6354	7280	8306	1546
Gene11244	1590	2727	4354	3359	2044	2150	3862	7530	6554	7947	3922	3116	7378	9246	10024
Gene11245	3056	1252	1762	3296	1761	2043	1252	9662	6497	6042	7458	3281	8380	9436	6807
Gene11246	1737	4977	1435	4240	3181	4639	3891	6154	7052	5647	4843	5685	7792	8093	510
Gene11247	492	2423	1374	4800	423	2545	4619	9328	9251	8860	8016	6590	3251	8396	3911
Gene11248	3405	479	4628	3441	4622	1695	3701	7566	8479	8488	8126	5262	8309	7483	8832
Gene11249	4132	4330	4559	4335	2711	1602	3427	4055	8890	9637	6504	7881	6710	3036	6778
Gene11250	2258	2124	3809	1017	945	3485	1058	9766	6440	5723	6104	7497	7507	5225	8372
Gene11251	868	1129	2457	3904	461	1915	495	8513	5804	8661	8264	7706	3770	9224	4995
Gene11252	2193	4527	3780	3163	3505	651	2912	7896	9036	8658	9414	4591	5158	7753	3705
Gene11253	3211	2432	1644	1916	686	2485	3222	6408	3330	9982	8634	8032	6472	8867	8766
Gene11254	262	2872	2066	691	4980	1512	1080	8790	3521	5465	5249	6231	7541	3445	9120
Gene11255	1292	2018	2385	631	639	2172	884	3458	7988	7218	7974	4480	4574	6404	14493
Gene11256	1471	499	2010	1922	1325	3985	4566	8144	8682	7985	7818	6237	9264	3115	12068
Gene11257	1895	3737	3893	1221	2296	4788	2685	3537	5367	7611	3206	7091	8571	7713	11358
Gene11258	4474	4764	2780	856	3287	319	1029	3186	4510	4257	8909	6679	3973	6305	6495
Gene11259	1500	2918	4079	227	3023	3475	4200	6313	4433	4955	7293	9807	5167	8751	2081
Gene11260	2742	2331	1748	1641	4636	1721	1825	7207	6609	5239	9303	4886	7806	6690	12724
Gene11261	1802	3065	1772	1149	2685	2364	3176	8811	6071	6742	9612	6378	8341	8294	10476
Gene11262	966	3183	2430	2357	4020	303	1728	6176	5452	5374	5073	9503	9007	7838	4290
Gene11263	3666	3724	1232	1297	1540	2064	118	8740	3015	3631	5936	5803	9970	6471	4618
Gene11264	3408	1585	1032	2256	4057	2309	4496	3113	5873	6212	7821	6984	9286	4931	10425
Gene11265	193	3875	189	3576	4738	3817	3382	5002	8111	7630	4408	5207	5680	7667	11300
Gene11266	1384	2695	1893	90	565	2336	3390	3299	6474	7112	7198	7732	6507	4210	12610
Gene11267	18	4375	2160	2593	3496	1342	2403	7291	4761	8207	5909	6687	3449	3907	3756
Gene11268	4212	1186	1105	1917	630	1089	1372	5227	4264	9202	7732	9036	4862	7485	2211
Gene11269	1466	2954	3391	3887	2032	4260	1466	8914	8933	7528	4467	9805	9238	4636	4225
Gene11270	2031	3289	543	3437	447	3815	168	6516	7103	3990	8434	5120	8567	9277	13842
Gene11271	1436	4412	4325	1978	2184	762	451	3893	6828	3410	8521	3214	5920	4487	11831
Gene11272	3377	2736	2498	3379	4269	100	1034	9086	8524	7188	7346	3287	9109	4125	6211
Gene11273	2413	2806	2105	4178	2742	1260	3822	8644	7927	3844	7672	5515	9371	3019	12187
Gene11274	105	3656	395	3876	1173	2978	34	9694	4429	7201	6940	6592	8887	9812	4609
Gene11275	4427	2650	2800	2349	3007	3906	3082	9008	9505	3485	3692	7248	3890	6586	3514
Gene11276	4434	4353	971	4953	80	2861	2572	7284	3226	8346	8985	4380	9782	3627	5889
Gene11277	1327	24	2176	2803	3999	2154	824	9458	6441	3039	4495	7895	4430	5809	1491
Gene11278	1356	3575	2926	4419	4812	1347	2573	9745	3779	7891	8418	4602	4795	6825	7200
Gene11279	1792	2584	4615	358	710	3636	4746	5162	9005	8524	4982	4024	4225	4414	13551
Gene11280	845	4924	591	1070	2729	2080	1795	9220	8676	3438	5615	6634	3439	5774	7926
Gene11281	4597	2465	3453	4921	338	873	1099	3838	3335	9684	9232	4238	7920	7008	10254
Gene11282	883	278	3664	3152	4512	228	1938	5908	3171	5584	5645	8925	3442	6575	879
Gene11283	1075	4179	4635	546	3402	4082	4981	3959	6763	7620	3933	8352	5239	4573	11287
Gene11284	756	1496	2501	4897	1611	3559	470	8495	9572	9544	7424	9598	8193	4979	9827
Gene11285	735	2731	3483	1765	3197	4428	1576	7026	8557	9891	9056	6212	4711	6765	14178
Gene11286	3637	1587	1371	3594	3010	2122	3429	9538	6960	3457	8839	4923	7016	9779	4125
Gene11287	4424	1151	2536	1378	4028	1739	2799	3349	7196	6253	9788	3760	9466	6229	11565
Gene11288	1883	3790	1537	347	1529	3767	1832	7090	3127	5029	6801	5495	3399	8105	11521
Gene11289	2640	2945	1124	3535	4976	726	2629	5419	6928	9168	3981	5140	3916	5492	1366
Gene11290	4537	3507	1749	1048	488	200	4095	9844	7402	7123	4352	6695	5613	8566	14669
Gene11291	1631	1865	1109	4289	498	237	2375	7817	3967	6065	9660	3063	6553	5938	2767
Gene11292	1657	1552	4778	2905	615	4405	3349	4982	8868	7467	7439	8241	6247	3689	830
Gene11293	379	3128	3767	493	2829	2711	1635	3331	7312	4320	4958	5145	9655	6285	2258
Gene11294	2684	1726	2430	2080	308	704	3338	5599	5479	9542	5689	9865	3663	6368	1129
Gene11295	1621	1383	585	1913	186	2952	3268	5958	3058	4690	5515	6035	6940	9758	10197
Gene11296	3657	4186	2856	4789	4697	3537	1202	5878	4252	8510	7220	3910	8502	4700	9723
Gene11297	4240	4143	1793	4892	1937	2378	2677	7283	4496	6191	8243	5002	5265	7188	10556
Gene11298	275	2006	4182	1016	2071	4644	4961	6702	5546	9592	6595	6668	7267	3999	2419
Gene11299	119	1795	4054	3571	44	604	3244	5738	3329	8073	7578	4034	5644	3436	5539
Gene11300	2620	1094	2218	2595	3739	1330	3498	4362	6560	5627	3703	3557	6532	9174	8175
Gene11301	661	4250	3409	4534	3393	7	3207	6214	6811	3936	6681	8381	4478	6284	587
Gene11302	4032	1207	3134	52	1257	123	4650	6360	3297	8866	9250	7056	6550	7395	10491
Gene11303	2058	945	929	1642	1122	4343	2398	6474	9482	5578	3960	3461	6820	5976	10642
Gene11304	2845	4162	4475	4567	571	46	4579	3421	8290	8844	6372	4742	4493	9486	9424
Gene11305	266	3771	4223	796	503	1858	595	4371	5886	7557	3323	9276	6340	7348	2581
Gene11306	1707	3369	2774	3710	2474	2119	2205	5745	4855	8373	8235	9725	8871	8830	5054
Gene11307	4941	1337	1813	4309	4356	4644	3303	6236	9639	8570	3963	6487	4640	9137	7249
Gene11308	1135	1742	1016	2125	2962	4400	230	3766	9052	9959	6480	9140	4257	3503	8736
Gene11309	3497	1938	4769	2950	3221	3466	3519	5524	7207	3783	8556	6374	6595	9030	13261
Gene11310	2133	4234	522	48	3622	1114	4135	4818	5829	8940	9173	5959	4140	4369	3551
Gene11311	148	1864	4853	3201	2212	353	1136	8178	6935	4683	7564	4115	8839	3010	4394
Gene11312	3911	2312	3090	2213	2043	4081	2524	8414	6101	7974	4615	5704	7060	7979	10081
Gene11313	1574	4157	4974	2671	2811	1152	2407	7526	5039	6008	5507	6130	8726	9965	1801
Gene11314	1990	4537	3299	2700	4462	4827	163	5120	4395	5665	3059	9590	4937	5861	6793
Gene11315	1311	984	127	4555	373	302	4355	8716	9370	3612	7894	6334	4269	6032	2917
Gene11316	3455	40	901	2722	189	4298	3141	9827	8721	6711	5726	4331	4132	7759	9147
Gene11317	4967	2195	4756	2793	59	518	2433	9804	6697	3711	7549	9435	4011	5084	9566
Gene11318	1892	535	1563	1514	865	2040	2558	5876	4571	3240	6777	3026	6655	9021	1401
Gene11319	4457	1469	5	4181	932	245	1900	9814	6939	4765	8925	3280	7707	6740	1955
Gene11320	2300	3443	4137	4936	4202	993	1070	6956	4745	6553	9471	7716	3146	4671	4581
Gene11321	3338	1209	2637	2947	4341	4412	317	3533	8761	3753	3133	4129	4156	7104	1245
Gene11322	3318	3260	2976	3896	2128	4145	3915	6318	7911	9429	9354	9540	4074	3737	6497
Gene11323	1647	846	361	1068	3209	2943	117	9558	8230	5816	6014	7811	8169	7955	13019
Gene11324	4475	2863	244	4511	1353	2336	617	4726	7633	7769	5518	8004	5582	4256	3027
Gene11325	3921	2267	1720	1610	1331	2281	3719	5973	9531	7357	8952	8734	9632	7374	11920
Gene11326	1332	4287	608	2345	1443	4906	2191	5040	6098	6946	9357	4298	7334	3561	4100
Gene11327	4673	815	3484	1573	3690	857	2065	4805	8704	6191	5806	9097	4878	7303	5666
Gene11328	836	3560	3035	2855	2152	4641	1074	5847	7864	7666	7057	9594	8842	6149	12131
Gene11329	811	1324	3909	4522	1600	1658	1591	7079	4897	8339	8743	7128	7055	8616	11201
Gene11330	3014	4970	3527	4317	4623	2080	3358	7946	3379	3682	4898	5815	6937	4253	9887
Gene11331	3927	2789	2475	4570	1052	72	3999	9056	9226	4291	7023	4537	3676	7608	8212
Gene11332	1184	3056	3715	4985	3629	2506	4128	4582	4915	7076	9401	6428	8229	9035	8444
